,Year Drafted,Name,Draft Pick,Date,Game Result (W/L),Pass Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,QBR,Times Sacked,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Fumbles
202,2019,Gardner Minshew II,178,2019-09-15,L,23.0,33.0,213.0,1.0,0.0,97.2,4.0,6.0,56.0,0.0,3.0
203,2019,Gardner Minshew II,178,2019-09-19,W,20.0,30.0,204.0,2.0,0.0,108.2,0.0,4.0,18.0,0.0,0.0
204,2019,Gardner Minshew II,178,2019-09-29,W,19.0,33.0,213.0,2.0,0.0,97.2,5.0,1.0,2.0,0.0,1.0
205,2019,Gardner Minshew II,178,2019-10-06,L,26.0,44.0,374.0,2.0,0.0,101.9,2.0,7.0,42.0,0.0,3.0
206,2019,Gardner Minshew II,178,2019-10-13,L,14.0,29.0,163.0,0.0,1.0,51.4,2.0,2.0,1.0,0.0,0.0
207,2019,Gardner Minshew II,178,2019-10-20,W,15.0,32.0,255.0,1.0,0.0,84.8,2.0,9.0,48.0,0.0,1.0
208,2019,Gardner Minshew II,178,2019-10-27,W,22.0,34.0,279.0,3.0,0.0,119.6,2.0,8.0,28.0,0.0,1.0
209,2019,Gardner Minshew II,178,2019-11-03,L,27.0,47.0,309.0,0.0,2.0,59.6,3.0,4.0,34.0,0.0,2.0
210,2019,Gardner Minshew II,178,2019-12-01,L,16.0,27.0,147.0,1.0,1.0,71.1,2.0,2.0,8.0,0.0,1.0
211,2019,Gardner Minshew II,178,2019-12-08,L,24.0,37.0,162.0,1.0,0.0,83.4,2.0,6.0,31.0,0.0,0.0
212,2019,Gardner Minshew II,178,2019-12-15,W,17.0,29.0,201.0,2.0,0.0,102.8,2.0,5.0,27.0,0.0,0.0
213,2019,Gardner Minshew II,178,2019-12-22,L,13.0,31.0,181.0,1.0,0.0,72.1,3.0,7.0,36.0,0.0,0.0
214,2019,Gardner Minshew II,178,2019-12-29,W,27.0,39.0,295.0,3.0,1.0,106.2,3.0,5.0,7.0,0.0,1.0
215,2019,Gardner Minshew II,178,2020-09-13,W,19.0,20.0,173.0,3.0,0.0,142.3,4.0,5.0,19.0,0.0,0.0
216,2019,Gardner Minshew II,178,2020-09-20,L,30.0,45.0,339.0,3.0,2.0,92.7,2.0,4.0,19.0,0.0,1.0
217,2019,Gardner Minshew II,178,2020-09-24,L,30.0,42.0,275.0,0.0,1.0,79.0,4.0,3.0,22.0,0.0,1.0
218,2019,Gardner Minshew II,178,2020-10-04,L,27.0,40.0,351.0,2.0,1.0,101.1,3.0,2.0,9.0,0.0,0.0
219,2019,Gardner Minshew II,178,2020-10-11,L,31.0,49.0,301.0,2.0,0.0,94.0,3.0,4.0,18.0,0.0,1.0
220,2019,Gardner Minshew II,178,2020-10-18,L,25.0,44.0,243.0,1.0,1.0,70.5,1.0,3.0,14.0,1.0,1.0
221,2019,Gardner Minshew II,178,2020-10-25,L,14.0,27.0,173.0,2.0,0.0,96.7,5.0,4.0,21.0,0.0,0.0
222,2019,Gardner Minshew II,178,2020-12-13,L,18.0,31.0,178.0,1.0,0.0,85.1,0.0,2.0,22.0,0.0,0.0
223,2019,Gardner Minshew II,178,2020-12-20,L,22.0,29.0,226.0,2.0,0.0,120.8,5.0,2.0,9.0,0.0,1.0
224,2019,Gardner Minshew II,178,2021-10-31,W,2.0,2.0,11.0,0.0,0.0,89.6,0.0,0.0,0.0,0.0,0.0
225,2019,Gardner Minshew II,178,2021-12-05,W,20.0,25.0,242.0,2.0,0.0,133.7,2.0,4.0,11.0,0.0,1.0
226,2019,Gardner Minshew II,178,2021-12-26,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2019,Gardner Minshew II,178,2022-01-08,L,19.0,33.0,186.0,2.0,1.0,81.1,3.0,5.0,10.0,0.0,0.0
228,2019,Gardner Minshew II,178,2022-10-30,W,1.0,2.0,23.0,0.0,0.0,91.7,0.0,1.0,-1.0,0.0,0.0
229,2019,Gardner Minshew II,178,2022-12-04,W,1.0,2.0,11.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0
230,2019,Gardner Minshew II,178,2022-12-11,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
231,2019,Gardner Minshew II,178,2022-12-24,L,24.0,40.0,355.0,2.0,2.0,84.9,0.0,4.0,5.0,1.0,2.0
232,2019,Gardner Minshew II,178,2023-01-01,L,18.0,32.0,274.0,1.0,1.0,82.0,6.0,1.0,0.0,0.0,2.0
233,2019,Gardner Minshew II,178,2023-09-10,L,0.0,2.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0
234,2019,Gardner Minshew II,178,2023-09-17,W,19.0,23.0,171.0,1.0,0.0,112.1,0.0,2.0,3.0,0.0,0.0
235,2019,Gardner Minshew II,178,2023-09-24,W,27.0,44.0,227.0,1.0,0.0,82.3,5.0,0.0,0.0,0.0,1.0
236,2019,Gardner Minshew II,178,2023-10-01,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2019,Gardner Minshew II,178,2023-10-08,W,11.0,14.0,155.0,0.0,0.0,112.8,0.0,2.0,1.0,0.0,0.0
238,2019,Gardner Minshew II,178,2023-10-15,L,33.0,55.0,329.0,1.0,3.0,60.3,3.0,2.0,4.0,0.0,1.0
239,2019,Gardner Minshew II,178,2023-10-22,L,15.0,23.0,305.0,2.0,1.0,119.4,4.0,3.0,29.0,2.0,3.0
240,2019,Gardner Minshew II,178,2023-10-29,L,23.0,41.0,213.0,2.0,1.0,76.6,2.0,1.0,3.0,0.0,0.0
241,2019,Gardner Minshew II,178,2023-11-05,W,17.0,26.0,127.0,1.0,0.0,89.7,1.0,5.0,5.0,0.0,0.0
242,2019,Gardner Minshew II,178,2023-11-12,W,18.0,28.0,194.0,0.0,1.0,69.6,0.0,2.0,-1.0,0.0,0.0
243,2019,Gardner Minshew II,178,2023-11-26,W,24.0,41.0,251.0,0.0,1.0,66.2,2.0,3.0,6.0,1.0,1.0
244,2019,Gardner Minshew II,178,2023-12-03,W,26.0,42.0,312.0,2.0,0.0,100.5,3.0,3.0,2.0,0.0,2.0
245,2019,Gardner Minshew II,178,2023-12-10,L,26.0,39.0,240.0,1.0,1.0,81.1,3.0,2.0,5.0,0.0,0.0
246,2019,Gardner Minshew II,178,2023-12-16,W,18.0,28.0,215.0,3.0,0.0,123.4,3.0,2.0,0.0,0.0,0.0
247,2019,Gardner Minshew II,178,2023-12-24,L,20.0,37.0,201.0,0.0,1.0,58.5,6.0,4.0,31.0,0.0,0.0
248,2019,Gardner Minshew II,178,2023-12-31,W,15.0,23.0,224.0,1.0,0.0,111.5,1.0,2.0,3.0,0.0,0.0
249,2019,Gardner Minshew II,178,2024-01-06,L,13.0,24.0,141.0,0.0,0.0,71.7,1.0,1.0,9.0,0.0,0.0
250,2019,Trace McSorley,197,2019-12-29,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
251,2019,Trace McSorley,197,2020-12-02,L,2.0,6.0,77.0,1.0,0.0,121.5,0.0,3.0,16.0,0.0,0.0
252,2019,Trace McSorley,197,2020-12-14,W,1.0,4.0,13.0,0.0,0.0,40.6,0.0,2.0,1.0,0.0,0.0
253,2019,Trace McSorley,197,2022-09-11,L,2.0,4.0,12.0,0.0,0.0,56.2,1.0,3.0,20.0,0.0,0.0
254,2019,Trace McSorley,197,2022-11-13,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2019,Trace McSorley,197,2022-11-21,L,6.0,10.0,59.0,0.0,1.0,37.1,0.0,1.0,6.0,0.0,0.0
256,2019,Trace McSorley,197,2022-12-18,L,7.0,15.0,95.0,0.0,2.0,27.8,1.0,1.0,8.0,0.0,0.0
257,2019,Trace McSorley,197,2022-12-25,L,24.0,45.0,217.0,0.0,1.0,57.4,1.0,7.0,14.0,0.0,2.0
258,2019,Trace McSorley,197,2023-01-08,L,6.0,9.0,29.0,0.0,1.0,31.5,0.0,3.0,13.0,0.0,0.0
